,2 195153448 0
15291,76532 375727345 1
15292,76942 375727345 2
15293,78315 375727345 5
15294,78448 375727345 3
15295,78518 375727345 10
15296,78783 375727345 7
15297,80684 375727345 2
15298,81298 375727345 8
15299,82958 375727345 7
15300,85653 375727345 9
15301,85757 375727345 6
15302,85872 375727345 10
15303,86189 375727345 8
15304,87555 375727345 6
15305,87746 375727345 7
15306,88116 375727345 9
15307,88229 375727345 9
15308,88937 375727345 7
15309,89602 375727345 5
15310,91246 375727345 5
15311,91931 375727345 4
15312,92156 375727345 6
15313,92336 375727345 3
15314,92404 375727345 4
15315,92466 375727345 6
15316,92853 375727345 5
15317,93092 375727345 10
15318,93426 375727345 7
15319,93629 375727345 9
15320,93800 375727345 6
15321,94347 375727345 9
15322,95359 375727345 7
15323,98092 375727345 1
15324,99349 375727345 8
15325,99630 375727345 9
15326,100043 375727345 8
15327,100459 375727345 8
15328,100471 375727345 8
15329,101703 375727345 9
15330,101935 375727345 6
15331,102967 375727345 6
15332,103304 375727345 8
15333,104123 375727345 3
15334,105108 375727345 6
15335,105599 375727345 1
15336,105979 375727345 2
15337,107324 375727345 6
15338,108005 375727345 7
15339,108780 375727345 2
15340,108950 375727345 8
15341,109532 375727345 5
15342,109864 375727345 8
15343,110093 375727345 10
15344,110267 375727345 8
15345,110604 375727345 8
15346,110912 375727345 2
15347,110973 375727345 10
15348,111286 375727345 8
15349,112026 375727345 2
15350,112148 375727345 7
15351,112345 375727345 7
15352,113270 375727345 8
15353,113519 375727345 2
15354,114414 375727345 4
15355,114544 375727345 8
15356,115480 375727345 9
15357,116195 375727345 7
15358,120125 375727345 10
15359,120771 375727345 8
15360,120782 375727345 5
15361,120873 375727345 7
15362,121829 375727345 8
15363,122096 375727345 4
15364,122429 375727345 2
15365,122542 375727345 8
15366,122793 375727345 4
15367,123095 375727345 10
15368,123981 375727345 10
15369,125188 375727345 9
15370,125514 375727345 1
15371,125556 375727345 7
15372,125685 375727345 2
15373,125700 375727345 8
15374,126162 375727345 6
15375,126196 375727345 7
15376,126388 375727345 9
15377,126693 375727345 3
15378,126726 375727345 9
15379,127086 375727345 9
15380,127359 375727345 3
15381,127429 375727345 4
15382,127481 375727345 8
15383,127826 375727345 2
15384,127914 375727345 2
15385,128040 375727345 9
15386,128131 375727345 7
15387,128208 375727345 1
15388,128218 375727345 8
15389,128257 375727345 4
15390,128332 375727345 5
15391,129084 375727345 5
15392,129716 375727345 7
15393,129983 375727345 4
15394,130438 375727345 1
15395,130806 375727345 5
15396,130968 375727345 7
15397,131941 375727345 6
15398,132171 375727345 9
15399,133571 375727345 3
15400,133689 375727345 3
15401,133747 375727345 5
15402,134381 375727345 8
15403,135149 375727345 1
15404,135395 375727345 8
15405,136139 375727345 9
15406,136348 375727345 6
15407,136509 375727345 10
15408,136584 375727345 9
15409,136818 375727345 10
15410,137589 375727345 1
15411,137688 375727345 1
15412,138010 375727345 7
15413,138844 375727345 10
15414,138848 375727345 9
15415,139387 375727345 8
15416,140358 375727345 5
15417,141444 375727345 9
15418,141710 375727345 6
15419,141901 375727345 5
15420,141958 375727345 5
15421,142331 375727345 7
15422,143792 375727345 1
15423,143809 375727345 9
15424,144516 375727345 7
15425,144799 375727345 1
15426,144946 375727345 7
15427,145236 375727345 2
15428,145619 375727345 8
15429,145737 375727345 6
15430,146709 375727345 8
15431,147141 375727345 9
15432,147847 375727345 5
15433,147965 375727345 4
15434,148157 375727345 8
15435,149084 375727345 1
15436,149120 375727345 4
15437,149934 375727345 8
15438,149957 375727345 7
15439,150968 375727345 8
15440,151143 375727345 5
15441,152642 375727345 7
15442,152645 375727345 10
15443,153662 375727345 5
15444,155147 375727345 1
15445,155172 375727345 7
15446,156992 375727345 4
15447,157083 375727345 8
15448,158033 375727345 9
15449,159732 375727345 6
15450,159817 375727345 8
15451,159822 375727345 6
15452,159977 375727345 8
15453,160819 375727345 10
15454,160994 375727345 9
15455,161681 375727345 9
15456,161974 375727345 10
15457,162590 375727345 4
15458,162625 375727345 5
15459,162989 375727345 5
15460,163063 375727345 10
15461,164027 375727345 3
15462,164980 375727345 7
15463,165308 375727345 8
15464,165319 375727345 6
15465,165345 375727345 8
15466,166330 375727345 8
15467,166809 375727345 4
15468,167014 375727345 2
15469,167471 375727345 5
15470,167800 375727345 8
15471,168064 375727345 3
15472,168741 375727345 1
15473,169360 375727345 10
15474,170310 375727345 8
15475,170507 375727345 4
15476,170982 375727345 2
15477,171251 375727345 6
15478,171970 375727345 9
15479,172374 375727345 8
15480,173402 375727345 4
15481,173415 375727345 10
15482,173679 375727345 8
15483,174059 375727345 4
15484,174304 375727345 3
15485,174326 375727345 8
15486,174428 375727345 6
15487,174596 375727345 7
15488,175740 375727345 9
15489,176176 375727345 8
15490,176785 375727345 7
15491,176903 375727345 3
15492,177458 375727345 5
15493,177514 375727345 5
15494,177823 375727345 8
15495,178240 375727345 9
15496,178946 375727345 4
15497,180002 375727345 1
15498,180131 375727345 9
15499,181176 375727345 9
15500,181687 375727345 9
15501,182085 375727345 6
15502,182786 375727345 3
15503,183725 375727345 8
15504,183849 375727345 6
15505,183952 375727345 6
15506,184175 375727345 8
15507,184365 375727345 3
15508,184513 375727345 9
15509,184777 375727345 10
15510,184789 375727345 8
15511,185233 375727345 2
15512,185671 375727345 7
15513,187065 375727345 2
15514,187145 375727345 2
15515,187517 375727345 6
15516,187929 375727345 5
15517,188490 375727345 8
15518,188513 375727345 2
15519,189334 375727345 9
15520,189877 375727345 2
15521,190419 375727345 8
15522,190479 375727345 9
15523,190996 375727345 5
15524,191716 375727345 8
15525,192203 375727345 7
15526,192710 375727345 9
15527,193740 375727345 6
15528,193817 375727345 7
15529,194694 375727345 8
15530,195351 375727345 6
15531,196077 375727345 6
15532,198711 375727345 9
15533,198790 375727345 3
15534,199359 375727345 8
15535,199494 375727345 6
15536,199923 375727345 5
15537,200206 375727345 6
15538,200674 375727345 2
15539,200772 375727345 10
15540,202212 375727345 9
15541,202324 375727345 10
15542,202496 375727345 3
15543,202711 375727345 4
15544,202997 375727345 8
15545,203075 375727345 7
15546,204391 375727345 10
15547,204809 375727345 7
15548,204864 375727345 7
15549,205538 375727345 10
15550,205871 375727345 10
15551,205980 375727345 10
15552,206305 375727345 7
15553,206877 375727345 8
15554,207721 375727345 5
15555,207873 375727345 4
15556,208248 375727345 4
15557,208435 375727345 7
15558,208700 375727345 2
15559,208723 375727345 5
15560,208829 375727345 10
15561,208934 375727345 7
15562,209919 375727345 7
15563,210315 375727345 9
15564,210485 375727345 6
15565,210874 375727345 10
15566,210959 375727345 8
15567,211121 375727345 8
15568,211231 375727345 6
15569,211426 375727345 7
15570,211500 375727345 8
15571,212850 375727345 10
15572,213126 375727345 8
15573,216099 375727345 8
15574,216683 375727345 7
15575,217375 375727345 1
15576,218608 375727345 5
15577,220278 375727345 5
15578,220370 375727345 9
15579,221655 375727345 5
15580,221948 375727345 8
15581,222834 375727345 5
15582,223154 375727345 3
15583,223501 375727345 9
15584,223544 375727345 9
15585,224120 375727345 3
15586,224249 375727345 5
15587,224430 375727345 4
15588,224927 375727345 1
15589,225275 375727345 7
15590,226126 375727345 5
15591,226172 375727345 8
15592,226423 375727345 6
15593,226545 375727345 2
15594,226548 375727345 6
15595,226772 375727345 8
15596,226920 375727345 7
15597,227210 375727345 7
15598,227327 375727345 6
15599,227447 375727345 9
15600,227452 375727345 6
15601,229313 375727345 5
15602,229971 375727345 7
15603,231210 375727345 8
15604,231422 375727345 4
15605,231820 375727345 5
15606,231865 375727345 9
15607,232131 375727345 3
15608,232704 375727345 4
15609,233495 375727345 6
15610,235059 375727345 7
15611,238120 375727345 8
15612,238557 375727345 6
15613,238781 375727345 1
15614,239028 375727345 5
15615,240267 375727345 10
15616,240567 375727345 8
15617,241614 375727345 4
15618,242178 375727345 5
15619,242247 375727345 10
15620,242299 375727345 5
15621,242528 375727345 7
15622,242843 375727345 8
15623,244456 375727345 7
15624,244891 375727345 4
15625,245328 375727345 9
15626,245649 375727345 3
15627,246311 375727345 2
15628,246617 375727345 4
15629,246655 375727345 2
15630,247447 375727345 5
15631,248531 375727345 5
15632,249536 375727345 2
15633,249632 375727345 8
15634,249688 375727345 8
15635,250307 375727345 10
15636,250342 375727345 8
15637,251140 375727345 7
15638,251164 375727345 7
15639,251637 375727345 4
15640,252705 375727345 1
15641,253106 375727345 8
15642,253964 375727345 5
15643,254299 375727345 9
15644,254403 375727345 6
15645,254971 375727345 8
15646,255186 375727345 9
15647,255218 375727345 4
15648,256843 375727345 9
15649,256873 375727345 9
15650,259118 375727345 7
15651,259392 375727345 4
15652,260217 375727345 4
15653,260332 375727345 6
15654,260749 375727345 9
15655,260897 375727345 3
15656,262399 375727345 5
15657,262998 375727345 7
15658,263877 375727345 5
15659,264974 375727345 9
15660,265595 375727345 1
15661,265865 375727345 7
15662,266056 375727345 5
15663,266283 375727345 8
15664,266466 375727345 7
15665,266944 375727345 7
15666,267502 375727345 8
15667,268032 375727345 4
15668,269478 375727345 8
15669,269554 375727345 3
15670,270512 375727345 3
15671,270522 375727345 8
15672,270554 375727345 6
15673,270713 375727345 1
15674,270820 375727345 1
15675,271155 375727345 8
15676,271558 375727345 1
15677,271674 375727345 10
15678,273071 375727345 1
15679,273535 375727345 6
15680,273979 375727345 6
15681,275118 375727345 8
15682,275970 375727345 4
15683,276680 375727345 8
15684,278122 375727345 10
15685,243 380717018 10
15686,6251 380717018 4
15687,6323 380717018 1
15688,7283 380717018 2
15689,8936 380717018 7
15690,11676 380717018 5
15691,14521 380717018 2
15692,15408 380717018 9
15693,16155 380717018 5
15694,20462 380717018 4
15695,20680 380717018 7
15696,21014 380717018 5
15697,23768 380717018 1
15698,26544 380717018 1
15699,30533 380717018 8
15700,30657 380717018 5
15701,30824 380717018 6
15702,31172 380717018 4
15703,31556 380717018 6
15704,34523 380717018 2
15705,35050 380717018 8
15706,35707 380717018 10
15707,35859 380717018 9
15708,39441 380717018 7
15709,39646 380717018 1
15710,43246 380717018 8
15711,44788 380717018 10
15712,47609 380717018 4
15713,51192 380717018 5
15714,55490 380717018 3
15715,56959 380717018 6
15716,59172 380717018 2
15717,59390 380717018 9
15718,61107 380717018 7
15719,66953 380717018 8
15720,76352 380717018 1
15721,76942 380717018 5
15722,82407 380717018 5
15723,83109 380717018 4
15724,85656 380717018 5
15725,85993 380717018 10
15726,87820 380717018 7
15727,88131 380717018 4
15728,88738 380717018 8
15729,91130 380717018 7
15730,93085 380717018 8
15731,93363 380717018 2
15732,100459 380717018 9
15733,104665 380717018 8
15734,106225 380717018 10
15735,106849 380717018 10
15736,107453 380717018 2
15737,110373 380717018 5
15738,110973 380717018 4
15739,113663 380717018 9
15740,114414 380717018 10
15741,119575 380717018 10
15742,123543 380717018 10
15743,124489 380717018 3
15744,127233 380717018 7
15745,128835 380717018 3
15746,132572 380717018 5
15747,133416 380717018 3
15748,134684 380717018 8
15749,135149 380717018 5
15750,138844 380717018 10
15751,139090 380717018 7
15752,141902 380717018 8
15753,145699 380717018 8
15754,148744 380717018 6
15755,151503 380717018 2
15756,156300 380717018 10
15757,156438 380717018 5
15758,156510 380717018 8
15759,158295 380717018 7
15760,163358 380717018 5
15761,163973 380717018 9
15762,164675 380717018 9
15763,166123 380717018 7
15764,167349 380717018 4
15765,167746 380717018 1
15766,169233 380717018 1
15767,170518 380717018 6
15768,171134 380717018 3
15769,172742 380717018 7
15770,174140 380717018 10
15771,174216 380717018 10
15772,174834 380717018 8
15773,177072 380717018 10
15774,182403 380717018 9
15775,185233 380717018 10
15776,187145 380717018 9
15777,188878 380717018 7
15778,189558 380717018 8
15779,190729 380717018 7
15780,190784 380717018 9
15781,198809 380717018 6
15782,200674 380717018 2
15783,201206 380717018 8
15784,202462 380717018 5
15785,204864 380717018 2
15786,207499 380717018 6
15787,209272 380717018 4
15788,209373 380717018 10
15789,210485 380717018 9
15790,213350 380717018 6
15791,213531 380717018 7
15792,219910 380717018 6
15793,222941 380717018 8
15794,224118 380717018 9
15795,225810 380717018 2
15796,231210 380717018 10
15797,235105 380717018 9
15798,238120 380717018 3
15799,238526 380717018 6
15800,240035 380717018 9
15801,241666 380717018 8
15802,242143 380717018 9
15803,244349 380717018 3
15804,244484 380717018 9
15805,255141 380717018 7
15806,255489 380717018 2
15807,256110 380717018 9
15808,256407 380717018 4
15809,257699 380717018 10
15810,259745 380717018 2
15811,260944 380717018 8
15812,261829 380717018 10
15813,266268 380717018 10
15814,267642 380717018 7
15815,268593 380717018 5
15816,269566 380717018 9
15817,269719 380717018 10
15818,277706 380717018 8
15819,278535 380717018 10
15820,243 380718332 1
15821,5333 380718332 7
15822,5483 380718332 7
15823,7318 380718332 9
15824,8234 380718332 9
15825,8936 380718332 9
15826,11601 380718332 5
15827,11676 380718332 9
15828,14521 380718332 7
15829,16155 380718332 8
15830,16634 380718332 7
15831,16916 380718332 1
15832,17262 380718332 8
15833,17282 380718332 2
15834,17859 380718332 10
15835,18067 380718332 6
15836,20680 380718332 2
15837,21014 380718332 10
15838,21075 380718332 4
15839,23511 380718332 10
15840,23768 380718332 3
15841,29259 380718332 10
15842,29855 380718332 2
15843,30868 380718332 10
15844,30989 380718332 10
15845,31556 380718332 8
15846,32195 380718332 10
15847,32440 380718332 7
15848,32802 380718332 5
15849,34932 380718332 6
15850,35188 380718332 3
15851,35859 380718332 9
15852,37605 380718332 9
15853,38626 380718332 6
15854,39616 380718332 8
15855,39646 380718332 3
15856,41667 380718332 2
15857,42459 380718332 10
15858,43246 380718332 6
15859,46651 380718332 8
15860,46909 380718332 7
15861,49053 380718332 3
15862,51883 380718332 4
15863,52616 380718332 7
15864,53220 380718332 4
15865,55548 380718332 7
15866,56399 380718332 1
15867,56959 380718332 4
15868,58224 380718332 10
15869,59172 380718332 4
15870,59390 380718332 5
15871,62272 380718332 2
15872,62582 380718332 8
15873,62862 380718332 8
15874,62881 380718332 4
15875,63591 380718332 6
15876,64608 380718332 2
15877,66387 380718332 6
15878,69697 380718332 2
15879,70065 380718332 3
15880,71712 380718332 2
15881,73681 380718332 9
15882,76942 380718332 10
15883,77679 380718332 7
15884,79186 380718332 2
15885,85656 380718332 7
15886,85993 380718332 10
15887,87760 380718332 9
15888,90391 380718332 2
15889,91633 380718332 7
15890,93363 380718332 10
15891,97423 380718332 8
15892,97587 380718332 7
15893,100459 380718332 9
15894,102967 380718332 8
15895,104211 380718332 7
15896,104636 380718332 9
15897,106849 380718332 10
15898,109126 380718332 7
15899,109349 380718332 10
15900,109971 380718332 2
15901,110373 380718332 8
15902,110508 380718332 3
15903,112987 380718332 8
15904,113435 380718332 7
15905,114414 380718332 1
15906,114444 380718332 5
15907,115503 380718332 8
15908,122440 380718332 2
15909,123981 380718332 8
15910,124487 380718332 5
15911,124942 380718332 4
15912,125692 380718332 1
15913,127200 380718332 10
15914,127623 380718332 3
15915,131594 380718332 1
15916,133284 380718332 10
15917,133416 380718332 9
15918,133706 380718332 8
15919,138097 380718332 8
15920,138202 380718332 9
15921,139913 380718332 5
15922,146113 380718332 5
15923,148934 380718332 8
15924,150657 380718332 4
15925,153920 380718332 5
15926,155014 380718332 4
15927,156150 380718332 7
15928,158295 380718332 7
15929,158594 380718332 7
15930,160841 380718332 10
15931,161928 380718332 7
15932,161974 380718332 6
15933,163973 380718332 9
15934,165319 380718332 6
15935,169580 380718332 7
15936,170966 380718332 10
15937,172742 380718332 2
15938,173415 380718332 1
15939,174140 380718332 7
15940,174700 380718332 8
15941,175149 380718332 10
15942,176902 380718332 9
15943,177458 380718332 4
15944,184265 380718332 2
15945,185233 380718332 8
15946,185254 380718332 3
15947,186837 380718332 10
15948,187517 380718332 6
15949,189516 380718332 9
15950,189558 380718332 8
15951,190925 380718332 7
15952,193350 380718332 9
15953,193778 380718332 8
15954,198711 380718332 9
15955,200674 380718332 8
15956,202462 380718332 10
15957,203799 380718332 7
15958,204864 380718332 10
15959,204998 380718332 8
15960,207499 380718332 6
15961,208474 380718332 6
15962,210485 380718332 1
15963,212898 380718332 6
15964,213350 380718332 3
15965,217173 380718332 1
15966,218552 380718332 1
15967,221870 380718332 1
15968,222941 380718332 9
15969,223154 380718332 6
15970,224349 380718332 7
15971,224430 380718332 6
15972,224646 380718332 3
15973,225810 380718332 2
15974,227447 380718332 3
15975,231351 380718332 7
15976,233445 380718332 7
15977,234623 380718332 10
15978,235392 380718332 10
15979,235523 380718332 10
15980,236340 380718332 7
15981,237175 380718332 2
15982,242143 380718332 3
15983,242999 380718332 10
15984,243863 380718332 7
15985,247752 380718332 10
15986,248909 380718332 6
15987,249628 380718332 4
15988,251242 380718332 8
15989,253771 380718332 3
15990,254502 380718332 8
15991,255814 380718332 8
15992,256407 380718332 3
15993,257204 380718332 2
15994,258534 380718332 9
15995,265313 380718332 2
15996,265656 380718332 2
15997,266268 380718332 10
15998,270713 380718332 7
15999,270780 380718332 8
16000,274301 380718332 8
16001,275994 380718332 2
16002,277427 380718332 10
16003,278535 380718332 7
16004,243 380754509 6
16005,191187 380754509 1
16006,198711 380754509 5
16007,243 38076654 6
16008,6575 38076654 10
16009,9908 38076654 10
16010,14422 38076654 10
16011,28096 38076654 6
16012,78783 38076654 5
16013,85486 38076654 9
16014,94787 38076654 2
16015,107784 38076654 5
16016,114368 38076654 5
16017,123430 38076654 6
16018,124597 38076654 8
16019,134797 38076654 10
16020,149802 38076654 5
16021,159033 38076654 4
16022,166596 38076654 6
16023,166825 38076654 5
16024,169682 38076654 9
16025,171623 38076654 7
16026,176975 38076654 9
16027,224138 38076654 9
16028,225810 38076654 5
16029,229551 38076654 5
16030,235392 38076654 8
16031,252071 38076654 2
16032,278418 38076654 8
16033,243 380807866 7
16034,3371 380807866 7
16035,9908 380807866 6
16036,11629 380807866 7
16037,12982 380807866 9
16038,14422 380807866 9
16039,16634 380807866 10
16040,38023 380807866 8
16041,51094 380807866 7
16042,54622 380807866 7
16043,75860 380807866 8
16044,78783 380807866 7
16045,107244 380807866 10
16046,116491 380807866 9
16047,124942 380807866 8
16048,129358 380807866 3
16049,133868 380807866 9
16050,151589 380807866 2
16051,163804 380807866 4
16052,172131 380807866 9
16053,172742 380807866 3
16054,207349 380807866 4
16055,228764 380807866 5
16056,229673 380807866 10
16057,242824 380807866 8
16058,246655 380807866 2
16059,250399 380807866 4
16060,256844 380807866 7
16061,269566 380807866 5
16062,243 385316895 6
16063,23871 385316895 10
16064,29855 385316895 1
16065,31315 385316895 10
16066,91002 385316895 8
16067,100264 385316895 4
16068,112001 385316895 10
16069,143236 385316895 5
16070,144280 385316895 6
16071,189516 385316895 7
16072,198711 385316895 1
16073,259035 385316895 6
16074,243 385497466 2
16075,4024 385497466 4
16076,8053 385497466 4
16077,8054 385497466 9
16078,8362 385497466 7
16079,8487 385497466 1
16080,10339 385497466 1
16081,11676 385497466 4
16082,14208 385497466 6
16083,15700 385497466 8
16084,16095 385497466 5
16085,17950 385497466 5
16086,19592 385497466 6
16087,22813 385497466 9
16088,23768 385497466 10
16089,24846 385497466 6
16090,25545 385497466 4
16091,26544 385497466 4
16092,28204 385497466 1
16093,29101 385497466 6
16094,29526 385497466 10
16095,31315 385497466 4
16096,32188 385497466 9
16097,32627 385497466 4
16098,32964 385497466 8
16099,34523 385497466 2
16100,35859 385497466 2
16101,37666 385497466 9
16102,37950 385497466 8
16103,43852 385497466 1
16104,48494 385497466 7
16105,53174 385497466 9
16106,54628 385497466 5
16107,55027 385497466 1
16108,55322 385497466 9
16109,59038 385497466 1
16110,62954 385497466 4
16111,63394 385497466 10
16112,68498 385497466 4
16113,70435 385497466 5
16114,79977 385497466 7
16115,80557 385497466 8
16116,80692 385497466 7
16117,85993 385497466 7
16118,87141 385497466 8
16119,89014 385497466 1
16120,91751 385497466 6
16121,91832 385497466 2
16122,92278 385497466 2
16123,93177 385497466 3
16124,100223 385497466 6
16125,100459 385497466 8
16126,109741 385497466 8
16127,110609 385497466 5
16128,110912 385497466 10
16129,111807 385497466 7
16130,113334 385497466 8
16131,113425 385497466 9
16132,114368 385497466 6
16133,115888 385497466 1
16134,116428 385497466 5
16135,117773 385497466 9
16136,120712 385497466 8
16137,123220 385497466 2
16138,124942 385497466 2
16139,126388 385497466 8
16140,127190 385497466 10
16141,127359 385497466 6
16142,135149 385497466 7
16143,135609 385497466 5
16144,136071 385497466 10
16145,137118 385497466 5
16146,137267 385497466 7
16147,137589 385497466 8
16148,138189 385497466 5
16149,140410 385497466 2
16150,142671 385497466 6
16151,144229 385497466 7
16152,144280 385497466 9
16153,145053 385497466 7
16154,146803 385497466 8
16155,147141 385497466 6
16156,149069 385497466 10
16157,149084 385497466 3
16158,152651 385497466 4
16159,153662 385497466 5
16160,154443 385497466 10
16161,156606 385497466 5
16162,162827 385497466 7
16163,165089 385497466 7
16164,168139 385497466 7
16165,178522 385497466 2
16166,182506 385497466 2
16167,185087 385497466 4
16168,187256 385497466 9
16169,192979 385497466 9
16170,194605 385497466 9
16171,195965 385497466 10
16172,196077 385497466 1
16173,198507 385497466 6
16174,198711 385497466 7
16175,200226 385497466 4
16176,200643 385497466 8
16177,201776 385497466 9
16178,208141 385497466 1
16179,208829 385497466 10
16180,209160 385497466 3
16181,209875 385497466 2
16182,210077 385497466 5
16183,212216 385497466 6
16184,212895 385497466 4
16185,212923 385497466 6
16186,214394 385497466 2
16187,215388 385497466 9
16188,216302 385497466 7
16189,217106 385497466 4
16190,219593 385497466 5
16191,224349 385497466 6
16192,225989 385497466 6
16193,226117 385497466 5
16194,229313 385497466 10
16195,232106 385497466 9
16196,233599 385497466 3
16197,237856 385497466 2
16198,238120 385497466 7
16199,241980 385497466 8
16200,242458 385497466 8
16201,245963 385497466 9
16202,246470 385497466 5
16203,248098 385497466 8
16204,249695 385497466 9
16205,251613 385497466 10
16206,252007 385497466 1
16207,252343 385497466 9
16208,254053 385497466 2
16209,255485 385497466 4
16210,256557 385497466 9
16211,256948 385497466 8
16212,259205 385497466 8
16213,259259 385497466 9
16214,267061 385497466 9
16215,267713 385497466 7
16216,274120 385497466 10
16217,278202 385497466 3
16218,243 385508042 9
16219,3331 385508042 6
16220,3556 385508042 9
16221,3840 385508042 8
16222,5609 385508042 8
16223,6563 385508042 2
16224,7346 385508042 8
16225,9408 385508042 2
16226,10699 385508042 6
16227,10951 385508042 9
16228,11676 385508042 9
16229,13273 385508042 5
16230,14418 385508042 10
16231,20428 385508042 9
16232,20921 385508042 8
16233,21207 385508042 4
16234,23768 385508042 8
16235,25792 385508042 5
16236,25981 385508042 5
16237,26544 385508042 9
16238,27740 385508042 8
16239,28289 385508042 8
16240,29209 385508042 3
16241,30273 385508042 1
16242,31948 385508042 7
16243,31987 385508042 8
16244,32188 385508042 8
16245,33264 385508042 8
16246,33585 385508042 10
16247,33818 385508042 7
16248,37623 385508042 1
16249,38273 385508042 4
16250,39281 385508042 8
16251,39441 385508042 9
16252,39773 385508042 6
16253,40277 385508042 7
16254,40914 385508042 8
16255,41721 385508042 7
16256,41841 385508042 2
16257,43246 385508042 7
16258,43323 385508042 4
16259,44052 385508042 5
16260,49109 385508042 5
16261,51365 385508042 1
16262,51440 385508042 6
16263,53042 385508042 9
16264,53345 385508042 9
16265,54624 385508042 1
16266,55027 385508042 5
16267,55065 385508042 1
16268,55487 385508042 1
16269,55492 385508042 9
16270,55858 385508042 1
16271,56554 385508042 9
16272,59038 385508042 7
16273,62895 385508042 6
16274,63938 385508042 9
16275,67663 385508042 9
16276,67840 385508042 4
16277,69232 385508042 8
16278,70594 385508042 7
16279,71196 385508042 3
16280,72190 385508042 7
16281,76351 385508042 10
16282,76352 385508042 3
16283,77332 385508042 7
16284,79977 385508042 5
16285,85616 385508042 9
16286,85766 385508042 4
16287,88729 385508042 8
16288,89014 385508042 9
16289,89551 385508042 9
16290,90614 385508042 8
16291,90809 385508042 7
16292,92184 385508042 7
16293,93421 385508042 10
16294,93453 385508042 7
16295,94264 385508042 5
16296,97493 385508042 7
16297,98723 385508042 2
16298,99630 385508042 2
16299,101304 385508042 9
16300,103315 385508042 7
16301,106225 385508042 9
16302,110440 385508042 7
16303,110890 385508042 2
16304,112001 385508042 9
16305,113519 385508042 6
16306,114368 385508042 5
16307,118683 385508042 5
16308,121594 385508042 10
16309,123676 385508042 10
16310,125039 385508042 4
16311,126492 385508042 7
16312,128332 385508042 1
16313,135831 385508042 6
16314,136010 385508042 1
16315,143415 385508042 4
16316,144318 385508042 9
16317,144531 385508042 8
16318,145012 385508042 8
16319,145449 385508042 1
16320,145501 385508042 6
16321,147451 385508042 7
16322,148695 385508042 7
16323,149084 385508042 3
16324,150817 385508042 5
16325,150968 385508042 9
16326,151143 385508042 10
16327,152605 385508042 8
16328,153797 385508042 6
16329,155495 385508042 3
16330,156586 385508042 5
16331,157925 385508042 6
16332,159783 385508042 1
16333,159858 385508042 9
16334,162590 385508042 7
16335,163194 385508042 6
16336,164492 385508042 6
16337,164955 385508042 8
16338,166391 385508042 9
16339,167800 385508042 6
16340,168064 385508042 6
16341,168763 385508042 5
16342,170610 385508042 3
16343,172742 385508042 7
16344,172783 385508042 10
16345,177458 385508042 1
16346,179019 385508042 6
16347,180378 385508042 9
16348,181948 385508042 8
16349,182993 385508042 5
16350,184629 385508042 7
16351,187024 385508042 7
16352,187256 385508042 6
16353,190741 385508042 3
16354,190923 385508042 7
16355,193412 385508042 6
16356,193750 385508042 5
16357,193819 385508042 9
16358,194602 385508042 10
16359,195049 385508042 7
16360,196077 385508042 9
16361,198557 385508042 9
16362,200643 385508042 10
16363,201017 385508042 9
16364,201674 385508042 6
16365,203649 385508042 10
16366,204636 385508042 5
16367,204864 385508042 9
16368,207499 385508042 10
16369,207616 385508042 10
16370,208451 385508042 10
16371,208591 385508042 7
16372,208829 385508042 9
16373,208963 385508042 10
16374,209160 385508042 10
16375,209373 385508042 1
16376,210314 385508042 5
16377,210587 385508042 5
16378,210822 385508042 3
16379,213047 385508042 7
16380,214272 385508042 1
16381,214394 385508042 7
16382,217986 385508042 10
16383,220095 385508042 1
16384,222353 385508042 5
16385,223253 385508042 8
16386,227249 385508042 8
16387,227447 385508042 10
16388,228692 385508042 7
16389,228998 385508042 3
16390,230626 385508042 8
16391,230627 385508042 6
16392,231177 385508042 3
16393,231205 385508042 5
16394,231823 385508042 8
16395,232106 385508042 9
16396,233648 385508042 7
16397,234032 385508042 6
16398,234672 385508042 8
16399,235105 385508042 6
16400,235282 385508042 7
16401,236172 385508042 10
16402,237271 385508042 7
16403,238024 385508042 6
16404,239033 385508042 6
16405,240131 385508042 7
16406,242073 385508042 3
16407,243312 385508042 3
16408,244067 385508042 10
16409,246311 385508042 6
16410,248259 385508042 6
16411,249628 385508042 9
16412,251843 385508042 7
16413,251844 385508042 2
16414,253482 385508042 5
16415,256843 385508042 3
16416,257312 385508042 4
16417,258329 385508042 5
16418,260699 385508042 3
16419,266268 385508042 10
16420,266387 385508042 8
16421,266650 385508042 3
16422,268751 385508042 3
16423,270416 385508042 7
16424,270661 385508042 7
16425,274308 385508042 5
16426,275967 385508042 6
16427,277523 385508042 10
16428,243 385509456 8
16429,7158 385509456 7
16430,9856 385509456 2
16431,11676 385509456 2
16432,12538 385509456 8
16433,23061 385509456 8
16434,24921 385509456 8
16435,26517 385509456 9
16436,31315 385509456 8
16437,31668 385509456 8
16438,31919 385509456 9
16439,39281 385509456 10
16440,47117 385509456 9
16441,52584 385509456 2
16442,53281 385509456 4
16443,55942 385509456 7
16444,57725 385509456 10
16445,58792 385509456 10
16446,64600 385509456 7
16447,68383 385509456 8
16448,69078 385509456 9
16449,69971 385509456 9
16450,71587 385509456 4
16451,76530 385509456 7
16452,77809 385509456 8
16453,78448 385509456 6
16454,81492 385509456 9
16455,81848 385509456 7
16456,88693 385509456 2
